sk_customer,sk_product,sk_region,sk_shipping,Sales,Quantity,Discount,Profit
647,440,280,2203,140.97,3,0.0,19.7358
647,35,280,2203,470.376,3,0.2,52.9173
484,1292,2,2204,6.08,2,0.0,2.0672
484,54,2,2204,164.792,1,0.2,18.5391
760,1050,593,2205,23.36,2,0.0,11.68
573,340,302,295,12.176,4,0.8,-18.8728
130,1140,35,1579,46.384,2,0.2,5.2182
130,247,35,1579,362.92,2,0.0,105.2468
253,827,48,2203,9.248,2,0.2,3.3524
253,760,48,2203,1889.946,9,0.4,-377.9892
253,172,48,2203,62.04,5,0.2,4.653
253,1081,48,2203,396.92,5,0.2,148.845
253,1371,48,2203,239.456,7,0.2,17.9592
253,348,48,2203,13.12,5,0.2,2.132
253,916,127,1241,29.36,2,0.0,13.5056
253,1448,127,1241,214.9,5,0.0,62.321
253,123,127,1241,15.92,4,0.0,7.4824
253,832,127,1241,146.45,5,0.0,48.3285
253,469,127,1241,15.14,1,0.0,0.6056
253,1595,127,1241,5.76,2,0.0,2.6496
253,898,127,1241,1399.98,2,0.0,629.991
199,533,404,49,8.952,2,0.7,-7.46
199,1192,404,49,8.856,6,0.7,-6.4944
199,214,404,49,85.246,2,0.3,-1.2178
53,783,428,1976,21.728,7,0.2,7.6048
53,881,428,1976,1487.04,5,0.2,148.704
20,1634,10,2206,71.88,6,0.0,33.0648
20,1410,10,2206,9.24,3,0.0,2.9568
20,1374,10,2206,35.88,6,0.0,16.146
20,21,10,2206,17.04,3,0.2,5.538
20,766,10,2206,931.176,3,0.2,314.2719
63,1334,594,2036,266.352,3,0.2,-13.3176
63,536,594,2036,483.136,4,0.2,54.3528
574,819,255,866,196.784,2,0.2,-22.1382
574,268,255,866,231.92,5,0.2,5.798
429,563,26,424,29.7,3,0.0,8.019
598,1826,17,1071,13.592,2,0.6,-14.2716
219,131,10,2207,70.88,2,0.0,33.3136
511,387,77,1020,114.288,1,0.2,12.8574
511,792,77,1020,36.624,8,0.7,-24.416
511,1687,77,1020,242.352,8,0.7,-363.528
511,1698,77,1020,49.616,2,0.2,4.9616
511,1070,77,1020,508.704,6,0.2,0.0
511,1395,77,1020,57.36,6,0.2,-14.34
511,635,77,1020,906.68,5,0.2,68.001
783,1543,144,1251,719.952,6,0.2,71.9952
783,529,144,1251,755.944,7,0.2,66.1451
783,1235,144,1251,11.98,5,0.8,-19.168
783,309,144,1251,0.898,1,0.8,-1.5715
606,1398,67,2208,21.204,3,0.6,-11.6622
543,1790,24,1480,34.74,3,0.0,17.37
543,880,24,1480,833.94,6,0.0,216.8244
543,813,24,1480,12.96,3,0.2,4.536
543,1415,24,1480,25.92,4,0.0,12.4416
315,907,64,2209,349.965,7,0.5,-216.9783
315,803,64,2209,22.32,5,0.2,5.301
336,963,135,423,158.28,6,0.0,72.8088
336,904,135,423,497.94,3,0.0,224.073
352,161,256,1116,533.94,3,0.0,154.8426
352,973,256,1116,167.94,3,0.0,82.2906
352,1237,256,1116,31.68,6,0.0,9.8208
206,2,208,1481,170.786,1,0.3,0.0
263,1666,27,1934,198.744,4,0.3,0.0
177,691,77,2210,63.824,2,0.2,13.5626
622,1366,6,2211,435.168,4,0.2,-59.8356
622,1206,6,2211,48.58,1,0.0,7.7728
472,85,33,1946,47.976,3,0.2,8.3958
472,1504,33,1946,20.736,4,0.2,7.2576
211,428,63,30,26.46,9,0.0,11.907
211,1663,63,30,49.12,4,0.0,23.0864
211,665,63,30,15.0,3,0.0,7.2
396,42,390,1972,194.7,5,0.0,9.735
396,1127,390,1972,591.32,4,0.0,112.3508
396,896,390,1972,2.84,1,0.0,0.8804
454,17,2,328,221.96,2,0.0,4.4392
454,1023,2,328,236.0,4,0.0,40.12
407,925,61,2212,41.94,2,0.0,15.0984
407,994,61,2212,52.792,1,0.2,4.6193
44,504,199,1842,563.94,3,0.0,112.788
248,1770,93,2213,2625.12,8,0.0,735.0336
248,887,93,2213,17.94,3,0.0,4.485
720,724,106,2214,422.856,3,0.2,15.8571
665,57,24,477,127.764,2,0.1,2.8392
121,1604,29,91,3499.93,7,0.0,909.9818
121,1595,29,91,14.4,5,0.0,6.624
121,1138,29,91,122.97,3,0.0,60.2553
121,375,29,91,9.32,4,0.0,2.7028
121,807,29,91,122.94,3,0.0,59.0112
470,1148,53,1132,17.31,3,0.0,5.193
730,1254,229,1832,128.744,7,0.2,12.8744
204,75,64,597,58.248,9,0.2,11.6496
204,65,64,597,71.246,2,0.3,-19.3382
204,125,64,597,71.246,2,0.3,-19.3382
204,974,64,597,7.872,3,0.2,0.5904
204,781,64,597,887.271,3,0.3,-63.3765
611,547,152,2070,146.86,7,0.0,70.4928
611,630,152,2070,36.56,4,0.0,18.28
137,544,26,1371,225.576,3,0.2,22.5576
351,1372,331,2215,5.248,2,0.2,0.4592
351,956,331,2215,38.256,3,0.2,4.782
351,1631,331,2215,40.24,5,0.2,13.078
351,1854,331,2215,29.925,5,0.7,-21.945
351,336,331,2215,148.704,6,0.2,46.47
351,61,331,2215,55.92,10,0.2,16.776
765,736,260,318,12.96,2,0.0,6.2208
575,1499,37,2035,25.176,3,0.6,-33.3582
575,777,37,2035,5.584,2,0.6,-1.6752
575,740,37,2035,1297.368,9,0.2,97.3026
516,551,78,2216,264.32,2,0.2,19.824
178,785,35,1023,25.92,4,0.0,12.4416
178,1729,35,1023,25.92,4,0.0,12.4416
178,281,35,1023,22.96,7,0.0,6.6584
194,591,521,2217,19.44,3,0.0,9.3312
4,1466,592,2218,9.54,2,0.0,4.293
4,197,592,2218,5.81,1,0.0,1.8011
4,132,592,2218,5.76,2,0.0,1.728
4,1580,592,2218,5.76,2,0.0,1.728
619,532,46,2219,14.91,3,0.0,4.6221
576,1727,416,700,6.642,9,0.7,-4.428
633,1300,291,1826,18.54,2,0.0,8.7138
633,14,291,1826,679.96,5,0.2,220.987
488,11,4,2220,189.576,1,0.2,9.4788
488,1795,4,2220,71.96,5,0.2,7.196
580,235,26,867,539.92,5,0.2,47.243
580,635,26,867,725.344,4,0.2,54.4008
580,1853,26,867,7.44,3,0.0,2.604
777,649,286,913,39.48,1,0.0,11.0544
777,864,286,913,39.48,1,0.0,11.0544
135,1152,152,827,850.5,5,0.1,245.7
135,912,152,827,75.33,9,0.0,19.5858
314,1549,52,83,325.632,6,0.2,28.4928
314,1218,52,83,23.344,2,0.2,-1.459
314,1018,52,83,16.52,5,0.2,5.369
89,561,231,2221,335.72,5,0.2,113.3055
89,824,231,2221,251.944,7,0.2,88.1804
89,799,231,2221,127.302,7,0.3,-9.093
348,293,176,2222,1207.84,8,0.0,314.0384
348,1106,176,2222,12.53,1,0.0,5.8891
348,1273,176,2222,34.58,1,0.0,10.0282
348,1518,176,2222,300.98,1,0.0,87.2842
348,874,176,2222,258.75,3,0.0,77.625
588,1522,286,567,59.52,3,0.0,15.4752
588,1471,286,567,57.96,7,0.0,27.2412
588,1508,286,567,441.96,2,0.0,101.6508
588,1742,286,567,68.04,6,0.0,33.3396
698,1855,261,2223,703.71,6,0.7,-938.28
698,533,261,2223,17.904,4,0.7,-14.92
698,1241,261,2223,11.976,4,0.7,-9.1816
698,1645,261,2223,67.96,5,0.2,0.8495
663,881,2,1654,892.224,3,0.2,89.2224
352,1815,255,711,1299.99,2,0.5,-571.9956
713,805,95,70,4.544,2,0.2,1.6472
713,781,95,70,1352.032,4,0.2,84.502
107,744,369,18,1548.99,9,0.4,-464.697
107,1471,369,18,19.872,3,0.2,6.7068
238,101,177,617,119.448,3,0.2,-13.4379
238,237,177,617,118.16,2,0.2,-25.109
784,1689,365,2224,19.56,4,0.0,5.4768
623,1731,122,1551,80.96,4,0.0,29.1456
623,1485,122,1551,25.92,4,0.0,12.4416
29,656,14,2225,106.96,2,0.0,31.0184
29,269,14,2225,187.76,4,0.0,76.9816
29,979,14,2225,187.76,4,0.0,76.9816
680,675,347,2226,76.776,4,0.7,-53.7432
52,835,11,1288,53.9,5,0.0,25.872
746,444,144,741,76.728,3,0.6,-53.7096
746,1761,144,741,76.728,3,0.6,-53.7096
746,995,144,741,10.43,7,0.8,-18.2525
624,1178,2,1565,99.2,5,0.0,25.792
612,709,197,197,15.92,5,0.2,2.786
631,1547,193,1972,129.92,4,0.0,10.3936
661,1009,260,440,30.4,1,0.0,13.984
661,308,260,440,5399.91,9,0.0,2591.9568
661,1745,260,440,119.1,3,0.0,34.539
16,584,290,2227,40.08,6,0.0,19.2384
16,687,290,2227,59.94,3,0.0,28.1718
16,1315,290,2227,259.98,2,0.0,88.3932
16,1550,290,2227,170.98,1,0.0,32.4862
16,1856,290,2227,38.97,3,0.0,4.6764
16,1029,290,2227,154.9,5,0.0,69.705
16,906,290,2227,446.068,4,0.3,0.0
773,478,350,2228,152.94,3,0.0,41.2938
162,1627,44,2229,23.472,3,0.2,4.9878
455,1717,260,2230,195.64,4,0.0,91.9508
455,1035,260,2230,14.94,3,0.0,7.0218
455,701,260,2230,1687.8,4,0.0,742.632
455,1083,260,2230,1687.8,4,0.0,742.632
455,1067,260,2230,341.96,2,0.0,78.6508
455,39,260,2230,605.88,6,0.0,151.47
175,1491,375,2231,186.732,1,0.1,41.496
175,454,375,2231,3812.97,3,0.0,1906.485
75,1845,145,2232,26.424,9,0.2,9.5787
75,1747,145,2232,625.99,1,0.0,187.797
180,622,31,802,1568.61,9,0.0,329.4081
180,155,31,802,17.3,1,0.0,8.304
180,1857,31,802,160.0,8,0.0,62.4
603,817,304,2233,179.94,3,0.0,50.3832
603,311,304,2233,872.94,3,0.0,157.1292
603,90,304,2233,12.96,2,0.0,6.2208
483,432,91,1928,88.8,6,0.0,44.4
483,1291,91,1928,319.968,4,0.2,35.9964
508,1155,6,2234,167.888,7,0.2,14.6902
572,450,67,2235,163.96,5,0.2,59.4355
572,1256,67,2235,163.96,5,0.2,59.4355
572,1526,67,2235,5.232,4,0.8,-8.1096
409,351,129,1160,1199.98,2,0.0,467.9922
409,237,129,1160,73.85,1,0.0,2.2155
409,1269,129,1160,25.71,3,0.0,6.6846
409,1606,129,1160,17.28,6,0.0,8.1216
409,217,129,1160,526.582,2,0.3,-52.6582
5,827,152,50,11.56,2,0.0,5.6644
5,605,152,50,209.97,3,0.0,58.7916
5,830,152,50,447.84,4,0.0,98.5248
5,333,152,50,479.97,3,0.0,163.1898
5,677,152,50,8.64,3,0.0,2.5056
459,1691,13,395,11.68,2,0.0,4.2048
700,1645,75,1024,40.776,3,0.2,0.5097
700,340,75,1024,13.698,3,0.7,-9.5886
140,1535,155,1096,87.8,5,0.2,32.925
50,1435,307,1245,77.952,3,0.2,15.5904
50,198,307,1245,147.184,2,0.2,-29.4368
50,1818,307,1245,47.952,3,0.2,16.1838
103,592,4,1785,250.26,6,0.0,72.5754
288,1645,12,1107,40.776,3,0.2,0.5097
408,965,98,2236,29.6,5,0.2,9.25
408,512,98,2236,1.938,2,0.7,-1.3566
205,1238,4,1342,159.96,4,0.0,51.1872
411,1522,30,1508,59.52,3,0.0,15.4752
411,761,30,1508,17.48,2,0.0,8.2156
411,1275,30,1508,13.168,2,0.2,4.6088
271,1858,10,5,40.74,3,0.0,12.222
754,1200,111,258,179.886,1,0.3,-2.5698
701,854,178,1357,286.256,1,0.2,17.891
701,469,178,1357,24.224,2,0.2,-4.8448
701,951,178,1357,331.536,3,0.2,-82.884
83,1691,30,2237,17.52,3,0.0,6.3072
655,803,295,87,17.856,4,0.2,4.2408
185,1348,395,203,431.976,3,0.2,-75.5958
70,1220,6,153,291.136,4,0.2,-25.4744
51,82,78,2238,114.848,4,0.2,35.89
480,584,33,547,10.688,2,0.2,3.7408
439,1411,158,1689,15.232,4,0.2,5.5216
422,156,6,319,12.42,3,0.0,5.2164
376,686,60,1471,19.44,3,0.0,9.3312
507,721,24,136,70.368,4,0.2,26.388
744,1049,44,460,12.672,9,0.2,1.4256
283,838,309,2239,89.95,5,0.0,43.176
650,1139,95,1286,6.58,2,0.0,3.0268
650,1545,95,1286,94.99,1,0.0,28.497
620,1535,116,1676,35.12,2,0.2,13.17
410,998,2,1353,25.92,4,0.0,12.4416
292,1425,506,666,7.96,2,0.0,3.7412
292,875,506,666,566.97,3,0.0,153.0819
292,959,506,666,9.84,3,0.0,2.8536
736,795,27,241,25.488,2,0.2,4.779
195,244,256,2240,7.56,6,0.0,0.3024
169,1513,102,2241,60.84,3,0.0,19.4688
169,914,102,2241,450.04,2,0.0,58.5052
169,155,102,2241,34.6,2,0.0,16.608
169,500,102,2241,467.97,3,0.0,140.391
169,735,102,2241,33.02,2,0.0,15.8496
449,1465,223,2242,17.088,2,0.2,1.068
341,876,48,2007,3.008,2,0.2,0.3384
243,1859,44,1642,268.24,7,0.2,93.884
243,625,44,1642,431.16,5,0.2,107.79
408,48,251,1394,43.6,4,0.0,12.208
408,1733,251,1394,154.95,3,0.0,30.99
688,943,17,1733,15.552,3,0.2,5.4432
768,963,32,2243,42.208,2,0.2,13.7176
143,1162,303,2244,10.368,2,0.2,3.6288
360,1071,161,1737,2.224,1,0.2,0.556
384,1471,113,2245,74.52,9,0.0,35.0244
180,517,210,2246,17.52,3,0.0,5.256
180,409,210,2246,1779.9,5,0.0,373.779
180,402,210,2246,219.9,5,0.0,59.373
158,80,41,2247,7.152,3,0.2,0.7152
446,658,395,1311,26.72,5,0.2,9.352
132,1159,216,2248,1039.728,2,0.2,90.9762
132,10,216,2248,45.96,2,0.0,13.788
474,698,404,87,456.588,2,0.7,-304.392
474,1519,404,87,4499.985,5,0.7,-6599.978
474,1860,404,87,59.976,3,0.2,11.9952
728,30,10,2249,6.12,3,0.0,2.8764
523,1672,521,271,10.98,1,0.0,2.9646
523,1740,521,271,7.86,3,0.0,3.6156
523,460,521,271,51.45,3,0.0,13.8915
523,1098,521,271,37.056,3,0.2,13.896
168,478,338,1444,203.92,4,0.0,55.0584
168,1190,338,1444,29.56,4,0.0,7.9812
384,278,37,1445,8.568,3,0.8,-14.5656
46,87,44,1975,45.248,2,0.2,3.9592
46,279,44,1975,876.3,10,0.4,-292.1
46,416,44,1975,185.376,2,0.2,-34.758
172,50,30,642,25.06,2,0.0,11.7782
561,1817,156,2250,2.89,1,0.8,-4.7685
561,1336,156,2250,7.896,3,0.2,2.4675
561,1166,156,2250,22.608,3,0.6,-10.1736
561,1466,156,2250,30.528,8,0.2,9.54
436,642,75,2251,4.842,3,0.7,-3.3894
772,757,37,1324,1.8,5,0.8,-2.88
134,612,163,1177,39.984,2,0.2,-1.4994
64,331,122,763,32.4,5,0.0,15.876
64,128,122,763,97.88,2,0.0,48.94
64,568,122,763,97.88,2,0.0,48.94
249,1506,140,2252,307.168,4,0.2,30.7168
173,62,265,618,26.9,5,0.0,13.181
404,1375,46,784,47.01,3,0.0,22.0947
404,1158,46,784,469.99,1,0.0,136.2971
404,392,46,784,207.846,3,0.1,2.3094
769,275,75,574,324.744,3,0.2,-77.1267
385,1731,254,2253,40.48,2,0.0,14.5728
320,1182,79,1607,12.0,4,0.2,4.2
320,914,79,1607,720.064,4,0.2,-63.0056
320,976,79,1607,25.424,1,0.2,-4.767
320,1049,79,1607,2.816,2,0.2,0.3168
320,970,79,1607,3.204,2,0.7,-2.5632
746,916,315,2254,30.828,7,0.7,-24.6624
746,1051,315,2254,47.616,3,0.2,5.952
746,1820,315,2254,108.784,2,0.2,10.8784
55,1466,235,2255,4.77,1,0.0,2.1465
55,1624,235,2255,7.98,3,0.0,2.0748
55,742,235,2255,550.431,3,0.3,-47.1798
55,249,235,2255,10.56,6,0.0,4.6464
68,27,14,1782,1497.666,2,0.15,140.9568
68,857,14,1782,17.52,2,0.2,-3.504
504,988,284,2256,113.22,3,0.0,29.4372
504,1809,284,2256,35.88,6,0.0,17.5812
504,1653,284,2256,4535.976,3,0.2,1644.2913
171,1095,10,971,11.84,8,0.0,5.6832
195,601,482,512,592.74,6,0.0,160.0398
544,1028,281,1954,111.672,9,0.2,6.9795
544,1554,281,1954,111.672,9,0.2,6.9795
453,1017,286,1776,8.64,3,0.0,2.5056
453,1244,286,1776,149.97,3,0.0,52.4895
464,1356,2,1483,232.88,5,0.2,17.466
464,39,499,2245,90.882,1,0.1,15.147
389,564,27,721,508.768,4,0.2,38.1576
389,320,27,721,9.912,3,0.2,3.2214
309,1409,189,2257,63.936,3,0.2,6.3936
309,400,189,2257,59.52,3,0.0,15.4752
309,1797,189,2257,311.976,3,0.2,38.997
309,303,189,2257,50.352,3,0.2,17.6232
470,181,67,1828,19.136,2,0.2,1.9136
737,348,583,2258,13.12,5,0.2,2.132
687,1010,63,2259,241.568,2,0.2,-15.098
687,722,63,2259,479.92,2,0.2,41.993
65,1002,6,13,307.136,4,0.2,-11.5176
65,1649,6,13,12.6,2,0.0,5.796
65,431,6,13,159.98,2,0.0,57.5928
611,30,194,2162,6.12,3,0.0,2.8764
611,1245,194,2162,1184.72,4,0.0,106.6248
248,10,24,20,45.96,2,0.0,13.788
370,618,102,2260,58.05,3,0.0,26.703
370,56,102,2260,71.28,11,0.0,34.2144
422,982,426,283,124.404,4,0.3,-21.3264
524,1040,102,128,154.9,5,0.0,69.705
524,500,102,128,1871.88,12,0.0,561.564
387,1681,33,2261,16.192,2,0.6,-6.8816
549,1579,275,2262,18.936,3,0.2,-3.7872
549,1527,275,2262,12.672,3,0.2,-3.168
549,847,275,2262,5.04,2,0.2,1.764
132,1743,156,384,8.448,2,0.2,2.9568
132,548,156,384,20.388,2,0.8,-53.0088
599,1060,14,865,9.96,2,0.0,4.8804
4,1332,502,181,320.64,4,0.0,89.7792
4,199,502,181,52.0,4,0.0,23.4
430,1418,24,2263,25.584,2,0.2,8.9544
430,926,24,2263,464.0,5,0.0,134.56
430,1163,24,2263,235.95,3,0.0,77.8635
430,1001,24,2263,39.96,4,0.0,17.982
351,1098,244,2264,18.528,4,0.7,-12.352
568,1054,6,370,17.9,2,0.0,3.401
568,358,6,370,81.96,2,0.0,0.0
593,421,155,1098,272.736,3,0.2,-64.7748
593,1861,155,1098,18.496,4,0.2,6.7048
593,159,155,1098,441.92,2,0.2,49.716
593,1567,155,1098,127.764,6,0.7,-191.646
749,450,364,86,166.44,3,0.0,79.8912
749,1256,364,86,166.44,3,0.0,79.8912
202,1080,63,1432,13.38,2,0.0,6.1548
658,47,223,1366,24.0,2,0.2,-2.7
663,667,347,313,24.448,4,0.2,8.8624
627,647,548,1986,6.16,2,0.0,2.9568
627,121,548,1986,915.136,4,0.2,102.9528
627,1555,548,1986,8.56,2,0.0,3.852
627,1195,548,1986,97.82,2,0.0,45.9754
461,331,41,19,31.104,6,0.2,11.2752
461,1836,41,19,11.176,1,0.2,0.8382
433,1052,44,1488,5.04,2,0.2,1.764
661,1847,174,51,242.176,4,0.6,-302.72
41,1688,12,2265,337.176,2,0.4,-118.0116
49,452,462,2266,13.344,6,0.2,1.0008
49,1108,462,2266,76.752,6,0.2,10.5534
49,1427,462,2266,10.32,2,0.2,3.741
49,1593,462,2266,47.32,7,0.2,5.915
49,223,462,2266,23.376,3,0.2,7.0128
49,1016,462,2266,16.72,5,0.2,3.344
49,1413,462,2266,16.72,5,0.2,3.344
49,1681,462,2266,16.192,1,0.2,4.6552
188,718,595,2267,32.4,5,0.0,15.552
773,457,146,1243,19.89,9,0.0,5.3703
773,657,146,1243,399.98,2,0.0,171.9914
773,574,146,1243,343.85,5,0.0,137.54
773,1763,146,1243,106.32,3,0.0,49.9704
135,328,165,2268,13.92,3,0.2,4.35
259,92,596,1008,82.4,5,0.0,40.376
259,750,596,1008,6.24,2,0.0,3.0576
259,316,596,1008,447.84,8,0.0,219.4416
259,368,596,1008,447.84,8,0.0,219.4416
420,540,32,2269,272.048,7,0.2,30.6054
420,1187,32,2269,1614.582,6,0.7,-1237.8462
420,836,32,2269,24.32,5,0.2,9.12
420,1445,32,2269,1.584,2,0.2,0.4752
420,900,32,2269,31.984,1,0.2,0.0
420,439,32,2269,14.76,5,0.2,4.797
420,1835,32,2269,423.648,2,0.2,47.6604
771,1062,67,841,76.64,2,0.2,26.824
61,410,163,1941,4.464,1,0.2,1.674
61,930,163,1941,3.96,10,0.8,-6.93
339,854,35,2270,715.64,2,0.0,178.91
743,830,597,858,268.704,3,0.2,6.7176
743,451,597,858,21.92,8,0.0,5.9184
743,726,597,858,48.72,3,0.0,7.308
743,433,597,858,205.666,2,0.15,-12.098
263,774,587,2271,30.344,2,0.6,-31.8612
556,1240,178,2272,25.696,2,0.2,1.9272
257,1862,24,1076,3404.5,5,0.0,1668.205
257,1766,24,1076,101.34,3,0.0,8.1072
286,819,12,1454,344.372,4,0.3,-93.4724
452,109,211,236,30.384,1,0.2,3.798
656,278,143,2273,22.848,2,0.2,7.4256
656,278,236,2273,22.848,2,0.2,7.4256
657,1231,506,1183,38.62,2,0.0,10.8136
657,1628,506,1183,59.98,2,0.0,10.7964
678,928,210,1173,174.3,3,0.0,81.921
678,1801,210,1173,174.3,3,0.0,81.921
453,1506,476,313,383.96,5,0.2,38.396
453,155,476,313,15.57,3,0.7,-11.418
168,79,29,2117,22.32,4,0.0,10.7136
168,432,29,2117,103.6,7,0.0,51.8
543,1450,46,2274,2.97,3,0.0,1.3365
543,435,46,2274,569.99,1,0.0,170.997
543,1826,46,2274,50.97,3,0.0,9.1746
774,1180,163,2275,298.116,6,0.3,-4.2588
461,1051,24,2276,59.52,3,0.0,17.856
467,373,41,2277,230.28,3,0.2,23.028
467,963,41,2277,105.52,5,0.2,34.294
460,1050,91,2002,23.36,2,0.0,11.68
460,1003,91,2002,71.976,3,0.2,8.997
460,1128,91,2002,8.56,2,0.0,3.852
460,1478,91,2002,13.92,3,0.2,4.872
460,139,91,2002,2518.29,9,0.0,654.7554
460,740,91,2002,540.57,3,0.0,140.5482
460,661,91,2002,221.056,8,0.2,77.3696
104,65,89,2278,81.424,2,0.2,-9.1602
104,125,89,2278,81.424,2,0.2,-9.1602
104,148,89,2278,134.8,10,0.0,35.048
316,721,177,425,39.582,9,0.8,-59.373
316,1464,177,425,44.688,7,0.2,5.0274
316,1522,177,425,31.744,2,0.2,2.3808
316,807,177,425,40.98,5,0.8,-65.568
316,1096,177,425,3.168,3,0.8,-5.0688
619,1228,295,1853,18.84,5,0.2,-3.5325
619,874,295,1853,362.25,6,0.3,0.0
619,756,295,1853,63.552,6,0.6,-34.9536
619,401,295,1853,129.552,3,0.2,-22.6716
45,1408,46,1454,5.984,2,0.2,2.244
45,891,46,1454,861.76,4,0.0,249.9104
45,1514,46,1454,861.76,4,0.0,249.9104
543,1796,443,2279,66.96,4,0.0,2.6784
543,750,443,2279,6.24,2,0.0,3.0576
56,1366,550,1656,435.168,4,0.2,-59.8356
56,129,550,1656,14.9,5,0.0,6.854
56,1711,550,1656,15.8,4,0.0,4.108
56,1495,550,1656,72.9,5,0.0,26.973
56,845,550,1656,206.352,3,0.2,5.1588
56,314,550,1656,7.992,1,0.2,2.6973
41,1534,475,2280,81.36,5,0.2,-19.323
41,680,475,2280,20.232,8,0.7,-16.1856
41,168,475,2280,389.056,4,0.2,48.632
41,1538,475,2280,20.736,4,0.2,7.2576
41,1176,475,2280,41.472,8,0.2,14.5152
163,1319,14,1035,33.36,4,0.0,16.68
567,1863,77,2281,90.882,3,0.7,-190.8522
567,1759,77,2281,15.992,1,0.2,-2.9985
567,536,77,2281,120.784,1,0.2,13.5882
134,1025,64,1270,519.792,4,0.4,-112.6216
134,1441,64,1270,31.176,3,0.2,-5.4558
134,1304,64,1270,10.368,2,0.2,3.6288
134,110,64,1270,2.724,2,0.7,-1.9068
134,1070,64,1270,254.352,3,0.2,0.0
134,814,64,1270,3.762,3,0.7,-2.7588
134,1022,64,1270,10.272,3,0.2,3.21
601,423,130,1613,659.97,3,0.0,197.991
601,534,130,1613,113.73,3,0.0,32.9817
386,1217,63,452,5.104,1,0.2,1.6588
25,1559,15,2282,16.448,2,0.2,5.5512
12,570,598,191,81.92,4,0.0,22.1184
12,1165,598,191,254.9,5,0.0,76.47
554,1239,37,2283,15.12,5,0.2,4.914
554,1637,37,2283,7.872,3,0.2,0.8856
36,257,61,2284,8.32,5,0.2,2.808
308,838,256,862,89.95,5,0.0,43.176
16,1649,599,2285,25.2,4,0.0,11.592
16,1613,599,2285,37.59,3,0.0,17.6673
16,330,599,2285,14.97,1,0.0,4.1916
16,1450,599,2285,1.98,2,0.0,0.891
719,1208,220,491,39.936,4,0.7,-26.624
719,1602,220,491,18.464,2,0.2,2.308
515,306,43,83,4.896,3,0.7,-3.4272
515,319,43,83,145.764,6,0.7,-247.7988
515,960,43,83,9.612,6,0.7,-7.3692
616,242,89,1399,199.75,5,0.0,87.89
616,622,89,1399,1673.184,12,0.2,20.9148
741,859,60,2286,12.18,7,0.0,3.8976
741,338,60,2286,57.68,4,0.0,19.0344
362,788,446,1734,263.96,4,0.0,76.5484
31,1146,4,975,299.94,6,0.0,128.9742
31,329,4,975,25.76,7,0.0,0.5152
732,1651,112,751,271.9,2,0.0,78.851
732,683,112,751,45.84,3,0.0,15.5856
732,883,112,751,9.82,2,0.0,3.2406
499,1528,160,2287,93.36,12,0.0,0.9336
732,275,337,1454,541.24,4,0.0,5.4124
732,260,337,1454,106.32,3,0.0,49.9704
732,1835,337,1454,1323.9,5,0.0,383.931
426,963,64,2288,126.624,6,0.2,41.1528
595,1837,43,2289,125.944,7,0.2,15.743
578,904,30,2290,663.92,5,0.2,207.475
578,47,30,2290,120.0,8,0.0,13.2
578,1336,30,2290,3.29,1,0.0,1.4805
578,550,30,2290,18.84,3,0.0,6.0288
377,1322,404,550,60.672,6,0.2,12.8928
377,1015,404,550,30.816,9,0.2,2.6964
293,196,591,175,52.792,1,0.2,4.6193
74,1640,359,1399,83.9,10,0.0,20.975
74,1027,359,1399,11.76,2,0.0,5.7624
448,1264,163,791,4.992,3,0.8,-12.9792
448,1692,163,791,87.92,5,0.2,29.673
448,504,163,791,657.93,5,0.3,-93.99
448,1608,163,791,1.044,1,0.8,-1.827
761,1838,46,2291,210.68,2,0.0,50.5632
761,1852,46,2291,78.8,1,0.0,1.576
761,85,46,2291,19.99,1,0.0,6.7966
761,1690,46,2291,772.68,4,0.0,108.1752
536,178,66,1097,106.08,6,0.2,-9.282
393,1016,140,2292,23.076,3,0.6,-10.9611
393,1413,140,2292,23.076,3,0.6,-10.9611
393,753,140,2292,25.92,5,0.2,9.072
598,687,17,2293,47.952,3,0.2,16.1838
598,1727,17,2293,0.984,2,0.8,-1.476
598,1394,17,2293,75.384,9,0.6,-20.7306
598,751,17,2293,4.608,2,0.2,1.6704
9,1392,129,2294,37.68,6,0.0,16.956
668,1836,113,924,41.91,3,0.0,10.8966
548,1117,4,2295,435.999,3,0.15,5.1294
699,169,61,2296,388.704,6,0.2,38.8704
699,627,61,2296,572.58,6,0.0,34.3548
699,1367,61,2296,33.18,2,0.0,11.613
392,407,566,1669,63.88,4,0.0,24.9132
392,1864,566,1669,26.72,1,0.0,11.7568
771,103,364,33,295.056,9,0.2,106.9578
457,1163,46,1291,393.25,5,0.0,129.7725
130,1727,244,2297,2.214,3,0.7,-1.476
595,997,125,1959,16.272,3,0.2,5.2884
159,1754,46,2298,706.86,7,0.0,197.9208
783,123,12,1114,5.97,5,0.7,-4.577
783,756,12,1114,21.184,1,0.2,4.7664
783,23,12,1114,41.376,6,0.2,3.1032
542,887,30,2299,17.94,3,0.0,4.485
246,614,64,442,2.655,1,0.7,-1.8585
91,523,14,2300,892.35,5,0.0,267.705
91,201,14,2300,307.666,2,0.15,28.9568
91,463,14,2300,728.82,9,0.0,29.1528
91,1355,14,2300,41.36,5,0.2,13.959
91,838,14,2300,43.176,3,0.2,15.1116
91,1045,14,2300,4.16,2,0.0,1.7472
569,316,256,1607,61.4,5,0.0,28.858
569,368,256,1607,61.4,5,0.0,28.858
